Leg,Parent_Task,Assigned_Fleet,Load_Factor(%),Bottleneck_Freq(%),Shadow_Price,Revenue_Contribution,Product_Count,Value_Score,Recommendation_Tag,Recommendation_Reason
AA0862PHHQEY,AA0862,F16C0Y165,100.0,100.0,45.4,43427.77,64,50918.77,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0858PHHTFB,AA0858,F16C0Y165,100.0,100.0,44.76,38428.68,79,45814.08,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0081TFBBOD,AA0081,F0C0Y76,100.0,100.0,44.6,22112.2,20,25501.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0087TFBBOD,AA0087,F16C0Y165,100.0,100.0,44.2,40493.97,256,47786.97,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0852IOMTFB,AA0852,F16C0Y165,100.0,100.0,43.96,40982.0,40,48235.4,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0109TFBBOD,AA0109,F0C0Y76,100.0,100.0,43.96,16087.6,156,19428.56,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0083TFBBOD,AA0083,F16C0Y165,100.0,100.0,43.0,41059.8,98,48154.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0001EDBTFB,AA0001,F16C0Y165,100.0,100.0,42.6,43422.63,53,50451.63,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0002TFBEDB,AA0002,F16C0Y165,100.0,100.0,42.56,42297.9,49,49320.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0809QEYPHH,AA0809,F16C0Y165,100.0,100.0,41.52,34939.0,40,41789.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0107TFBBOD,AA0107,F0C0Y76,100.0,100.0,41.44,15014.5,112,18163.94,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0861QEYPHH,AA0861,F16C0Y165,100.0,100.0,40.76,34795.1,57,41520.5,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0892IOMTBO,AA0892,F16C0Y165,100.0,100.0,40.6,38312.8,10,45011.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0125TFBGBJ,AA0125,F0C0Y76,100.0,100.0,39.84,20596.1,86,23623.94,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0143QEYBOD,AA0143,F0C0Y76,100.0,100.0,39.76,16557.3,111,19579.06,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0007FXSTFB,AA0007,F0C0Y76,100.0,100.0,39.36,15892.5,30,18883.86,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0061TFBKOV,super_AA0061,F12C12Y48,100.0,100.0,39.36,11289.47,42,13178.75,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0860IOMTFB,AA0860,F16C0Y165,100.0,100.0,39.08,39894.4,11,46342.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0127TFBGBJ,AA0127,F0C0Y76,100.0,100.0,38.36,16831.1,26,19746.46,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0821TNGPHH,super_AA0821,F0C0Y76,100.0,100.0,38.2,15409.9,14,18313.1,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0810LPBTFB,AA0810,F16C0Y165,100.0,100.0,38.08,41458.61,37,47741.81,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0012TFBCPT,AA0012,F16C0Y165,100.0,100.0,37.96,42534.0,26,48797.4,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0099TFBBOD,AA0099,F16C0Y165,100.0,100.0,37.88,40219.27,184,46469.47,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0891TBOIOM,AA0891,F16C0Y165,100.0,100.0,37.8,36234.17,20,42471.17,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0129TFBGBJ,AA0129,F16C0Y165,100.0,100.0,37.76,43255.43,140,49485.83,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0067TFBLUO,super_AA0067,F0C0Y76,100.0,100.0,37.44,15810.61,31,18656.05,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0859TFBIOM,AA0859,F16C0Y165,100.0,100.0,37.4,35179.2,101,41350.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0079TFBKOV,AA0079,F0C0Y76,100.0,100.0,37.16,16045.53,73,18869.69,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0117TFBBOD,AA0117,F0C0Y76,98.68,80.0,35.52,16299.1,12,18998.62,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0865TKDMJI,AA0865,F0C0Y76,100.0,100.0,35.4,13883.8,9,16574.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0043BODCFU,AA0043,F0C0Y76,100.0,100.0,35.0,16721.7,21,19381.7,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0848MJITKD,AA0848,F0C0Y76,100.0,100.0,35.0,14301.75,6,16961.75,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0890PHHTBO,AA0890,F16C0Y165,100.0,100.0,34.96,36986.4,10,42754.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0835PBLIOM,AA0835,F16C0Y165,100.0,100.0,34.6,32794.9,19,38503.9,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0878PHHTFB,AA0878,F16C0Y165,98.91,80.0,34.24,36226.4,11,41876.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0828LPBPBL,AA0828,F16C0Y165,100.0,100.0,34.2,34481.8,8,40124.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0683PSEQEY,AA0683,F0C0Y76,100.0,100.0,34.04,14294.2,31,16881.24,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0830IOMQEY,AA0830,F16C0Y165,100.0,100.0,33.8,35498.92,55,41075.92,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0023PSETFB,AA0023,F16C0Y165,100.0,100.0,33.6,32986.8,87,38530.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0020TFBPSE,AA0020,F16C0Y165,100.0,100.0,33.32,32604.8,70,38102.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0062BODKOV,super_AA0062,F0C0Y76,100.0,100.0,33.24,15498.7,17,18024.94,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0846MJIPBL,AA0846,F16C0Y165,100.0,100.0,32.8,30853.21,8,36265.21,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0097TFBBOD,AA0097,F16C0Y165,100.0,100.0,32.6,37799.7,295,43178.7,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0870BODIOM,AA0870,F16C0Y165,95.39,80.0,32.48,39775.8,14,45135.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0742TFBBUM,AA0742,F16C0Y165,100.0,100.0,32.48,32917.4,22,38276.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0743BUMTFB,AA0743,F16C0Y165,100.0,100.0,32.4,32278.9,26,37624.9,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0121TFBBOD,AA0121,F0C0Y76,100.0,100.0,32.32,14153.8,91,16610.12,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0008TFBFXS,AA0008,F16C0Y165,100.0,100.0,32.0,35990.4,39,41270.4,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0017NJBTFB,AA0017,F16C0Y165,100.0,100.0,31.6,38190.0,38,43404.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0119TFBBOD,AA0119,F16C0Y165,100.0,100.0,31.32,31294.47,163,36462.27,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0089TFBBOD,AA0089,F16C0Y165,100.0,100.0,31.2,38303.47,210,43451.47,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0259QWSMBY,AA0259,F16C0Y165,100.0,100.0,31.2,32013.1,50,37161.1,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0151BODPUA,super_AA0151,F12C12Y48,100.0,100.0,31.16,12064.8,6,13560.48,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0030QEYCPT,AA0030,F16C0Y165,100.0,100.0,30.68,34348.9,21,39411.1,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0021PSETFB,AA0021,F16C0Y165,100.0,100.0,30.56,30036.7,73,35079.1,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0035CPTQEY,AA0035,F0C0Y76,100.0,100.0,30.44,14878.0,21,17191.44,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0015CPTTFB,AA0015,F16C0Y165,100.0,100.0,30.0,33517.2,23,38467.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0137QEYBOD,AA0137,F16C0Y165,100.0,100.0,29.84,38934.17,95,43857.77,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0251TKEMBY,AA0251,F16C0Y165,100.0,100.0,29.6,30012.2,37,34896.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0025CPTTFB,AA0025,F16C0Y165,100.0,100.0,29.4,31464.87,56,36315.87,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0120BODTFB,AA0120,F16C0Y165,100.0,100.0,29.32,30233.3,127,35071.1,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0108BODTFB,AA0108,F0C0Y76,100.0,100.0,29.28,17271.2,24,19496.48,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0014TFBFXS,AA0014,F0C0Y76,100.0,100.0,29.0,15239.1,26,17443.1,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0836IOMPBL,AA0836,F16C0Y165,99.76,80.0,28.96,33055.2,10,37833.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0894LPBTKD,AA0894,F16C0Y165,98.91,80.0,28.96,30913.6,9,35692.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0825TBOPHH,AA0825,F16C0Y165,99.76,80.0,28.68,33417.0,9,38149.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0111TFBBOD,AA0111,F0C0Y76,100.0,100.0,28.64,13423.8,80,15600.44,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0036TFBNTQ,AA0036,F16C0Y165,100.0,100.0,28.6,29450.5,20,34169.5,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0838IOMTKD,AA0838,F16C0Y165,99.64,80.0,28.48,31878.2,7,36577.4,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0663EGXTFB,AA0663,F0C0Y76,100.0,100.0,28.4,13610.6,33,15769.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2584TFBZFH,BA2584,F0C0Y76,100.0,100.0,27.44,13277.4,83,15362.84,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0018TFBNDP,AA0018,F16C0Y165,99.15,80.0,27.36,37449.3,30,41963.7,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0867TFBPHH,AA0867,F16C0Y165,98.55,80.0,27.28,30981.73,55,35482.93,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0549QTQTFB,AA0549,F16C0Y165,100.0,100.0,27.2,32203.5,24,36691.5,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0660TFBEGX,AA0660,F16C0Y165,100.0,100.0,27.04,31769.4,59,36231.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0227HEMTKD,super_AA0227,F16C0Y165,100.0,100.0,27.0,27105.6,7,31560.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0024TFBCPT,AA0024,F0C0Y76,100.0,100.0,27.0,15034.9,18,17086.9,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2400TFBCJM,BA2400,F0C0Y76,100.0,100.0,27.0,12445.1,86,14497.1,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0026TFBPSE,AA0026,F0C0Y76,100.0,100.0,27.0,12359.3,31,14411.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0671BVTTFB,AA0671,F16C0Y165,100.0,100.0,26.84,29127.1,21,33555.7,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0244MBYNFY,super_AA0244,F16C0Y165,100.0,100.0,26.8,26908.3,11,31330.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0686QEYPSE,AA0686,F16C0Y165,100.0,100.0,26.44,28929.2,51,33291.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0631QIYTFB,AA0631,F0C0Y76,100.0,100.0,26.36,12923.13,69,14926.49,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0245NFYMBY,super_AA0245,F16C0Y165,100.0,100.0,26.2,26471.4,9,30794.4,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0635QIYTFB,AA0635,F16C0Y165,100.0,100.0,26.2,25776.6,45,30099.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0821TFBTNG,super_AA0821,F0C0Y76,100.0,100.0,25.96,10481.5,46,12454.46,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0754TFBTUM,AA0754,F16C0Y165,100.0,100.0,25.6,33086.2,10,37310.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0005EDBMBY,AA0005,F16C0Y165,100.0,100.0,25.44,29414.23,52,33611.83,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0231QWSTGP,super_AA0231,F0C0Y76,100.0,100.0,25.44,10997.2,16,12930.64,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0755TUMTFB,AA0755,F16C0Y165,100.0,100.0,25.4,30512.4,17,34703.4,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0093TFBBOD,AA0093,F16C0Y165,100.0,100.0,25.36,34121.2,197,38305.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3481TCBTFB,AA3481,F0C0Y76,100.0,100.0,25.2,13065.0,21,14980.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0022TFBPSE,AA0022,F16C0Y165,100.0,100.0,25.04,26864.6,60,30996.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0220TFBTGP,super_AA0220,F0C0Y76,100.0,100.0,25.04,13053.1,19,14956.14,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0493TBOTFB,AA0493,F0C0Y76,100.0,100.0,25.0,12973.6,36,14873.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3453CVSQEY,AA3453,F0C0Y76,100.0,100.0,25.0,11650.4,16,13550.4,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0485TBOTFB,AA0485,F0C0Y76,100.0,100.0,25.0,11625.0,42,13525.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0481TBOTFB,AA0481,F0C0Y76,100.0,100.0,25.0,11301.5,49,13201.5,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0487TBOTFB,AA0487,F0C0Y76,100.0,100.0,25.0,11157.3,42,13057.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0837TKDIOM,AA0837,F16C0Y165,99.03,80.0,24.76,29587.17,24,33672.57,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0607MBTTFB,AA0607,F0C0Y76,100.0,100.0,24.56,11680.8,44,13547.36,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0731JBITFB,super_AA0731,F16C0Y165,100.0,100.0,24.2,27794.1,26,31787.1,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0703MBYZWS,AA0703,F0C0Y76,100.0,100.0,24.12,12576.4,10,14409.52,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0515TOBTFB,AA0515,F0C0Y76,100.0,100.0,24.0,15313.2,39,17137.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0517TOBTFB,AA0517,F0C0Y76,100.0,100.0,24.0,14586.5,33,16410.5,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0006MBYEDB,AA0006,F16C0Y165,100.0,100.0,23.92,33981.63,49,37928.43,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0672TFBEFO,AA0672,F16C0Y165,100.0,100.0,23.8,23394.8,68,27321.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0101TFBBOD,AA0101,F16C0Y165,100.0,100.0,23.56,30514.37,191,34401.77,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2430TFBZMX,BA2430,F0C0Y76,100.0,100.0,23.48,11206.9,32,12991.38,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0029PSETFB,AA0029,F16C0Y165,100.0,100.0,23.44,26434.4,47,30302.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0730TFBJBI,super_AA0730,F16C0Y165,100.0,100.0,23.4,29468.9,37,33329.9,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0220TGPQWS,super_AA0220,F0C0Y76,100.0,100.0,23.4,10729.2,13,12507.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0707MBYZWS,AA0707,F0C0Y76,100.0,100.0,23.2,10706.7,21,12469.9,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0711MBYZWS,AA0711,F0C0Y76,100.0,100.0,23.2,10638.0,17,12401.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0712ZWSMBY,AA0712,F0C0Y76,100.0,100.0,23.2,9698.1,9,11461.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2670TFBZMX,BA2670,F0C0Y76,100.0,100.0,23.0,11061.6,42,12809.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0619MBTTFB,AA0619,F16C0Y165,100.0,100.0,22.96,23749.63,48,27538.03,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3463POUQEY,AA3463,F0C0Y76,100.0,100.0,22.72,11420.8,51,13147.52,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0820TNGTFB,super_AA0820,F0C0Y76,100.0,100.0,22.72,11274.9,43,13001.62,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0603MBTTFB,AA0603,F16C0Y165,100.0,100.0,22.64,23400.7,75,27136.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0069TFBLUO,super_AA0069,F12C12Y48,97.5,80.0,22.64,9302.0,28,10388.72,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3491GBUTFB,AA3491,F0C0Y76,100.0,100.0,22.56,11950.4,36,13664.96,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0676TFBEFO,AA0676,F16C0Y165,100.0,100.0,22.52,25538.1,51,29253.9,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0181BODGBJ,AA0181,F0C0Y76,100.0,100.0,22.52,11536.8,9,13248.32,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0249HEMMBY,AA0249,F16C0Y165,100.0,100.0,22.44,24384.7,13,28087.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0529CVSTFB,AA0529,F0C0Y76,100.0,100.0,22.4,10435.1,42,12137.5,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0641UVTTFB,AA0641,F16C0Y165,100.0,100.0,22.24,26530.7,17,30200.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3465POUQEY,AA3465,F0C0Y76,100.0,100.0,22.24,11029.7,31,12719.94,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0605MBTTFB,AA0605,F16C0Y165,100.0,100.0,22.0,25710.8,49,29340.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0657QIYQEY,AA0657,F16C0Y165,100.0,100.0,22.0,21558.2,44,25188.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0609MBTTFB,AA0609,F16C0Y165,100.0,100.0,21.96,24177.3,17,27800.7,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0661EGXTFB,AA0661,F16C0Y165,100.0,100.0,21.92,30069.3,76,33686.1,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0633QIYTFB,AA0633,F16C0Y165,100.0,100.0,21.92,22436.1,60,26052.9,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
