Leg,Task,Origin,Destination,Parent_Task,Assigned_Fleet,Seat_Capacity,Expected_Passengers,Total_Passengers,Expected_Load(%),Load_Factor(%),Bottleneck_Freq(%),Expected_Shadow_Price,Shadow_Price,Attributed_Revenue,Revenue_Contribution,Revenue_Per_Pax,Product_Count,Value_Score,Recommendation_Tag,Recommendation_Reason
AA0015CPTTFB,AA0015,CPT,TFB,AA0015,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,7.4625,7.4625,33462.0,33462.0,202.8,23,34693.31,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0742TFBBUM,AA0742,TFB,BUM,AA0742,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,8.09,8.09,33308.6,33308.6,201.87,22,34643.45,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0895TKDPHH,AA0895,TKD,PHH,AA0895,F16C0Y165,165,164.15,164.15,99.48,99.48,90.0,6.9925,6.9925,33465.55,33465.55,203.87,29,34619.31,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0825TBOPHH,AA0825,TBO,PHH,AA0825,F16C0Y165,165,163.4,163.4,99.03,99.03,80.0,7.0525,7.0525,33340.3,33340.3,204.04,9,34503.96,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0836IOMPBL,AA0836,IOM,PBL,AA0836,F16C0Y165,165,164.75,164.75,99.85,99.85,90.0,8.145,8.145,33137.75,33137.75,201.14,10,34481.68,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0754TFBTUM,AA0754,TFB,TUM,AA0754,F16C0Y165,165,164.5,164.5,99.7,99.7,95.0,6.08,6.08,32910.0,32910.0,200.06,10,33913.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0020TFBPSE,AA0020,TFB,PSE,AA0020,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,8.375,8.375,32496.0,32496.0,196.95,70,33877.88,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0023PSETFB,AA0023,PSE,TFB,AA0023,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,8.355,8.355,32493.48,32493.48,196.93,87,33872.05,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0812PHHTKD,AA0812,PHH,TKD,AA0812,F16C0Y165,165,157.3,157.3,95.33,95.33,50.0,4.505,4.505,33056.25,33056.25,210.15,9,33799.57,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0838IOMTKD,AA0838,IOM,TKD,AA0838,F16C0Y165,165,164.85,164.85,99.91,99.91,95.0,8.455,8.455,32257.95,32257.95,195.68,7,33653.03,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0835PBLIOM,AA0835,PBL,IOM,AA0835,F16C0Y165,165,162.65,162.65,98.58,98.58,80.0,6.9,6.9,32038.97,32038.97,196.98,19,33177.47,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0025CPTTFB,AA0025,CPT,TFB,AA0025,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,7.575,7.575,31925.01,31925.01,193.48,56,33174.88,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0259QWSMBY,AA0259,QWS,MBY,AA0259,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,7.8,7.8,31755.48,31755.48,192.46,50,33042.48,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0867TFBPHH,AA0867,TFB,PHH,AA0867,F16C0Y165,165,163.95,163.95,99.36,99.36,85.0,7.5425,7.5425,31713.1,31713.1,193.43,55,32957.62,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0743BUMTFB,AA0743,BUM,TFB,AA0743,F16C0Y165,165,164.05,164.05,99.42,99.42,95.0,7.615,7.615,31616.25,31616.25,192.72,26,32872.72,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0549QTQTFB,AA0549,QTQ,TFB,AA0549,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,6.5925,6.5925,31771.5,31771.5,192.55,24,32859.26,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0894LPBTKD,AA0894,LPB,TKD,AA0894,F16C0Y165,165,164.55,164.55,99.73,99.73,95.0,8.3075,8.3075,31236.9,31236.9,189.83,9,32607.64,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0019NDPTFB,AA0019,NDP,TFB,AA0019,F16C0Y165,165,157.65,157.65,95.55,95.55,30.0,1.5425,1.5425,32279.0,32279.0,204.75,29,32533.51,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0011FXSTFB,AA0011,FXS,TFB,AA0011,F16C0Y165,165,163.8,163.8,99.27,99.27,80.0,5.485,5.485,31281.77,31281.77,190.98,65,32186.79,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0660TFBEGX,AA0660,TFB,EGX,AA0660,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,6.905,6.905,30969.15,30969.15,187.69,59,32108.47,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0850PHHPBL,AA0850,PHH,PBL,AA0850,F16C0Y165,165,153.15,153.15,92.82,92.82,35.0,2.5825,2.5825,31633.25,31633.25,206.55,10,32059.36,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0877QEYIOM,AA0877,QEY,IOM,AA0877,F16C0Y165,165,148.8,148.8,90.18,90.18,20.0,1.8275,1.8275,31689.35,31689.35,212.97,27,31990.89,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0846MJIPBL,AA0846,MJI,PBL,AA0846,F16C0Y165,165,163.25,163.25,98.94,98.94,80.0,6.54,6.54,30742.64,30742.64,188.32,8,31821.74,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0119TFBBOD,AA0119,TFB,BOD,AA0119,F16C0Y165,165,164.7,164.7,99.82,99.82,95.0,7.1925,7.1925,30599.9,30599.9,185.79,163,31786.66,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0661EGXTFB,AA0661,EGX,TFB,AA0661,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,6.1125,6.1125,30658.98,30658.98,185.81,76,31667.54,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0841PBLPHH,AA0841,PBL,PHH,AA0841,F16C0Y165,165,156.4,156.4,94.79,94.79,65.0,5.62,5.62,30500.45,30500.45,195.02,9,31427.75,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0021PSETFB,AA0021,PSE,TFB,AA0021,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,7.89,7.89,30125.08,30125.08,182.58,73,31426.92,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0120BODTFB,AA0120,BOD,TFB,AA0120,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,6.8675,6.8675,30272.1,30272.1,183.47,127,31405.24,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0755TUMTFB,AA0755,TUM,TFB,AA0755,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,6.2425,6.2425,30141.08,30141.08,182.67,17,31171.09,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0251TKEMBY,AA0251,TKE,MBY,AA0251,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,7.4,7.4,29911.43,29911.43,181.28,37,31132.43,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0823PBLLPB,AA0823,PBL,LPB,AA0823,F16C0Y165,165,160.65,160.65,97.36,97.36,65.0,5.4275,5.4275,29950.3,29950.3,186.43,19,30845.84,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0101TFBBOD,AA0101,TFB,BOD,AA0101,F16C0Y165,165,162.6,162.6,98.55,98.55,80.0,4.9175,4.9175,30009.96,30009.96,184.56,191,30821.35,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0671BVTTFB,AA0671,BVT,TFB,AA0671,F16C0Y165,165,164.4,164.4,99.64,99.64,95.0,6.6475,6.6475,29574.7,29574.7,179.89,21,30671.54,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0820PHHTNG,AA0820,PHH,TNG,super_AA0820,F16C0Y165,165,146.3,146.3,88.67,88.67,10.0,0.7525,0.7525,30472.9,30472.9,208.29,36,30597.06,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0233TKETBO,AA0233,TKE,TBO,super_AA0233,F16C0Y165,165,141.75,141.75,85.91,85.91,5.0,0.355,0.355,30499.95,30499.95,215.17,24,30558.53,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0730TFBJBI,AA0730,TFB,JBI,super_AA0730,F16C0Y165,165,164.85,164.85,99.91,99.91,95.0,5.5525,5.5525,29618.93,29618.93,179.67,37,30535.09,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0005EDBMBY,AA0005,EDB,MBY,AA0005,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,6.5375,6.5375,29245.09,29245.09,177.24,52,30323.78,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0036TFBNTQ,AA0036,TFB,NTQ,AA0036,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,6.52,6.52,29220.15,29220.15,177.09,20,30295.95,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0686QEYPSE,AA0686,QEY,PSE,AA0686,F16C0Y165,165,164.75,164.75,99.85,99.85,95.0,6.155,6.155,29272.26,29272.26,177.68,51,30287.83,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0837TKDIOM,AA0837,TKD,IOM,AA0837,F16C0Y165,165,161.8,161.8,98.06,98.06,80.0,5.8325,5.8325,29316.94,29316.94,181.19,24,30279.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0759NDJTFB,AA0759,NDJ,TFB,AA0759,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,5.0725,5.0725,28634.33,28634.33,173.54,26,29471.29,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0103TFBBOD,AA0103,TFB,BOD,AA0103,F16C0Y165,165,157.9,157.9,95.7,95.7,40.0,2.15,2.15,28852.87,28852.87,182.73,138,29207.62,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0879PBLMJI,AA0879,PBL,MJI,AA0879,F16C0Y165,165,156.7,156.7,94.97,94.97,60.0,4.99,4.99,28374.25,28374.25,181.07,8,29197.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0845CMJIOM,AA0845,CMJ,IOM,AA0845,F16C0Y165,165,154.2,154.2,93.45,93.45,40.0,2.975,2.975,28400.53,28400.53,184.18,42,28891.4,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0016TFBNJB,AA0016,TFB,NJB,AA0016,F16C0Y165,165,153.5,153.5,93.03,93.03,25.0,1.9375,1.9375,28472.97,28472.97,185.49,17,28792.66,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0225TKETGP,AA0225,TKE,TGP,super_AA0225,F16C0Y165,165,159.65,159.65,96.76,96.76,60.0,3.595,3.595,28087.98,28087.98,175.93,24,28681.16,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0038TFBNTQ,AA0038,TFB,NTQ,AA0038,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,5.77,5.77,27679.12,27679.12,167.75,22,28631.17,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0075TFBKOV,AA0075,TFB,KOV,AA0075,F16C0Y165,165,148.9,148.9,90.24,90.24,15.0,0.7525,0.7525,28246.08,28246.08,189.7,86,28370.24,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0668TFBBVT,AA0668,TFB,BVT,AA0668,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,5.05,5.05,27513.85,27513.85,166.75,17,28347.1,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0022TFBPSE,AA0022,TFB,PSE,AA0022,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,6.4225,6.4225,27268.88,27268.88,165.27,60,28328.59,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0255TKEMBY,AA0255,TKE,MBY,AA0255,F16C0Y165,165,164.6,164.6,99.76,99.76,95.0,5.445,5.445,27303.47,27303.47,165.88,28,28201.9,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0665EGXTFB,AA0665,EGX,TFB,AA0665,F16C0Y165,165,150.9,150.9,91.45,91.45,30.0,1.6925,1.6925,27669.03,27669.03,183.36,60,27948.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0731JBITFB,AA0731,JBI,TFB,super_AA0731,F16C0Y165,165,164.0,164.0,99.39,99.39,90.0,5.445,5.445,27017.25,27017.25,164.74,26,27915.68,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0227HEMTKD,AA0227,HEM,TKD,super_AA0227,F16C0Y165,165,164.3,164.3,99.58,99.58,95.0,6.4125,6.4125,26853.85,26853.85,163.44,7,27911.91,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0244MBYNFY,AA0244,MBY,NFY,super_AA0244,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,6.365,6.365,26849.13,26849.13,162.72,11,27899.35,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0029PSETFB,AA0029,PSE,TFB,AA0029,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,6.055,6.055,26667.1,26667.1,161.62,47,27666.17,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0245NFYMBY,AA0245,NFY,MBY,super_AA0245,F16C0Y165,165,165.0,165.0,100.0,100.0,100.0,6.55,6.55,26289.65,26289.65,159.33,9,27370.4,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0037NTQTFB,AA0037,NTQ,TFB,AA0037,F16C0Y165,165,164.45,164.45,99.67,99.67,95.0,4.975,4.975,25916.6,25916.6,157.6,40,26737.48,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
