ProductID,Org,Des,Flight1,Flight2,Flight3,Fare,Total_Demand
P000065,BER,TFB,AA0048BERBOD,AA0084BODTFB,.,349.0,0.0
P000066,BER,TFB,AA0048BERBOD,AA0096BODTFB,.,512.0,0.0
P000067,BER,TFB,AA0048BERBOD,AA0096BODTFB,.,252.0,0.0
P000068,BER,TFB,AA0048BERBOD,AA0096BODTFB,.,512.0,5.796495131320095
P000069,BER,TFB,AA0048BERBOD,AA0096BODTFB,.,245.0,0.0
P000070,BER,TFB,AA0048BERBOD,AA0096BODTFB,.,341.0,12.615741882581712
P000071,BER,TFB,AA0048BERBOD,AA0096BODTFB,.,399.0,0.0
P000072,BER,TFB,AA0048BERBOD,AA0096BODTFB,.,40.0,0.0
P000073,BER,TFB,AA0048BERBOD,AA0096BODTFB,.,492.0,0.0
P000074,BER,TFB,AA0048BERBOD,AA0096BODTFB,.,301.0,0.0
P000075,BER,TFB,AA0048BERBOD,AA0096BODTFB,.,388.0,0.0
P000076,BER,TFB,AA0048BERBOD,AA0096BODTFB,.,349.0,1.0
P000077,BOD,BER,AA0047BODBER,.,.,240.0,4.66
P000078,BOD,BER,AA0047BODBER,.,.,94.0,0.0
P000079,BOD,BER,AA0047BODBER,.,.,89.0,5.727960028586975
P000080,BOD,BER,AA0047BODBER,.,.,104.0,19.54124548881412
P000081,BOD,BER,AA0047BODBER,.,.,134.0,10.98
P000082,BOD,BER,AA0047BODBER,.,.,213.0,2.33
P000083,BOD,BER,AA0047BODBER,.,.,67.0,9.443192987062284
P000084,BOD,BER,AA0047BODBER,.,.,75.0,0.0
P000085,BOD,BER,AA0047BODBER,.,.,97.0,23.119373278020603
P000086,BOD,BER,AA0047BODBER,.,.,129.0,11.66617904009988
P000087,BOD,BER,AA0047BODBER,.,.,190.0,16.01
P000088,BOD,BER,AA0049BODBER,.,.,240.0,1.7200000000000002
P000089,BOD,BER,AA0049BODBER,.,.,94.0,0.04
P000090,BOD,BER,AA0049BODBER,.,.,89.0,5.739913484418548
P000091,BOD,BER,AA0049BODBER,.,.,104.0,0.34
P000092,BOD,BER,AA0049BODBER,.,.,134.0,12.14
P000093,BOD,BER,AA0049BODBER,.,.,213.0,3.06
P000094,BOD,BER,AA0049BODBER,.,.,67.0,2.96
P000095,BOD,BER,AA0049BODBER,.,.,75.0,0.0
P000096,BOD,BER,AA0049BODBER,.,.,97.0,0.37
P000097,BOD,BER,AA0049BODBER,.,.,129.0,1.1700000000000002
P000098,BOD,BER,AA0049BODBER,.,.,190.0,9.83
P000099,BOD,BUM,AA0112BODTFB,AA0742TFBBUM,.,509.0,0.0
P000100,BOD,BUM,AA0112BODTFB,AA0742TFBBUM,.,281.0,0.0
P000101,BOD,BUM,AA0112BODTFB,AA0742TFBBUM,.,477.0,0.0
P000102,BOD,BUM,AA0112BODTFB,AA0742TFBBUM,.,354.0,0.0
P000103,BOD,BUM,AA0112BODTFB,AA0742TFBBUM,.,331.0,12.275743602173844
P000104,BOD,BUM,AA0112BODTFB,AA0742TFBBUM,.,510.0,0.0
P000105,BOD,BUM,AA0112BODTFB,AA0742TFBBUM,.,126.0,0.0
P000106,BOD,BUM,AA0112BODTFB,AA0742TFBBUM,.,586.0,0.0
P000107,BOD,BUM,AA0112BODTFB,AA0742TFBBUM,.,242.0,0.0
P000108,BOD,BUM,AA0112BODTFB,AA0742TFBBUM,.,362.0,0.0
P000109,BOD,BUM,AA0112BODTFB,AA0742TFBBUM,.,290.0,0.0
P000110,BOD,BUM,AA0114BODTFB,AA0742TFBBUM,.,509.0,0.0
P000111,BOD,BUM,AA0114BODTFB,AA0742TFBBUM,.,281.0,0.0
P000112,BOD,BUM,AA0114BODTFB,AA0742TFBBUM,.,477.0,0.0
P000113,BOD,BUM,AA0114BODTFB,AA0742TFBBUM,.,354.0,19.585718346872994
P000114,BOD,BUM,AA0114BODTFB,AA0742TFBBUM,.,331.0,12.53277699078664
P000115,BOD,BUM,AA0114BODTFB,AA0742TFBBUM,.,510.0,0.0
P000116,BOD,BUM,AA0114BODTFB,AA0742TFBBUM,.,126.0,0.0
P000117,BOD,BUM,AA0114BODTFB,AA0742TFBBUM,.,586.0,0.0
P000118,BOD,BUM,AA0114BODTFB,AA0742TFBBUM,.,242.0,0.0
P000119,BOD,BUM,AA0114BODTFB,AA0742TFBBUM,.,362.0,11.429307959220452
P000120,BOD,BUM,AA0114BODTFB,AA0742TFBBUM,.,290.0,0.33
P000121,BOD,BVT,AA0114BODTFB,AA0668TFBBVT,.,597.21,0.0
P000122,BOD,BVT,AA0114BODTFB,AA0668TFBBVT,.,283.0,0.0
P000123,BOD,BVT,AA0114BODTFB,AA0668TFBBVT,.,449.0,0.0
P000124,BOD,BVT,AA0114BODTFB,AA0668TFBBVT,.,273.0,19.420445516697114
P000125,BOD,BVT,AA0114BODTFB,AA0668TFBBVT,.,329.0,0.0
P000126,BOD,BVT,AA0114BODTFB,AA0668TFBBVT,.,473.0,0.0
P000127,BOD,BVT,AA0114BODTFB,AA0668TFBBVT,.,128.0,0.0
P000128,BOD,BVT,AA0114BODTFB,AA0668TFBBVT,.,624.0,0.0
P000129,BOD,BVT,AA0114BODTFB,AA0668TFBBVT,.,232.0,0.12
P000130,BOD,BVT,AA0114BODTFB,AA0668TFBBVT,.,295.0,0.0
P000131,BOD,BVT,AA0114BODTFB,AA0668TFBBVT,.,323.0,5.563756134659494
P000132,BOD,CFU,AA0041BODCFU,.,.,188.0,4.3500000000000005
P000133,BOD,CFU,AA0041BODCFU,.,.,134.0,17.26796098308241
P000134,BOD,CFU,AA0041BODCFU,.,.,223.0,15.17
P000135,BOD,CFU,AA0041BODCFU,.,.,117.0,19.920741165705728
P000136,BOD,CFU,AA0041BODCFU,.,.,175.0,11.68
P000137,BOD,CFU,AA0041BODCFU,.,.,245.0,6.550000000000001
P000138,BOD,CFU,AA0041BODCFU,.,.,116.0,9.110098980201364
P000139,BOD,CFU,AA0041BODCFU,.,.,58.0,0.0
P000140,BOD,CFU,AA0041BODCFU,.,.,120.0,0.7000000000000001
P000141,BOD,CFU,AA0041BODCFU,.,.,67.0,11.54395999178593
P000142,BOD,CFU,AA0041BODCFU,.,.,252.0,17.579999999999995
P000143,BOD,CFU,AA0043BODCFU,.,.,188.0,4.679833481186573
P000144,BOD,CFU,AA0043BODCFU,.,.,134.0,0.03
P000145,BOD,CFU,AA0043BODCFU,.,.,223.0,13.31
P000146,BOD,CFU,AA0043BODCFU,.,.,117.0,0.03
P000147,BOD,CFU,AA0043BODCFU,.,.,175.0,30.40999999999999
P000148,BOD,CFU,AA0043BODCFU,.,.,245.0,10.58
P000149,BOD,CFU,AA0043BODCFU,.,.,116.0,16.75
P000150,BOD,CFU,AA0043BODCFU,.,.,58.0,0.0
P000151,BOD,CFU,AA0043BODCFU,.,.,120.0,0.05
P000152,BOD,CFU,AA0043BODCFU,.,.,67.0,0.03
P000153,BOD,CFU,AA0043BODCFU,.,.,252.0,25.91
P000154,BOD,CFU,AA0045BODCFU,.,.,188.0,3.09
P000155,BOD,CFU,AA0045BODCFU,.,.,134.0,17.391735212862205
P000156,BOD,CFU,AA0045BODCFU,.,.,223.0,8.28702575402064
P000157,BOD,CFU,AA0045BODCFU,.,.,117.0,0.0
P000158,BOD,CFU,AA0045BODCFU,.,.,175.0,11.95
P000159,BOD,CFU,AA0045BODCFU,.,.,245.0,8.17
P000160,BOD,CFU,AA0045BODCFU,.,.,116.0,8.356884204177723
P000161,BOD,CFU,AA0045BODCFU,.,.,58.0,0.0
P000162,BOD,CFU,AA0045BODCFU,.,.,120.0,23.45237335793252
P000163,BOD,CFU,AA0045BODCFU,.,.,67.0,11.958339991863095
P000164,BOD,CFU,AA0045BODCFU,.,.,252.0,11.19
P000165,BOD,CJM,AA0084BODTFB,BA2302TFBCJM,.,485.0,0.0
P000166,BOD,CJM,AA0084BODTFB,BA2302TFBCJM,.,267.0,0.0
P000167,BOD,CJM,AA0084BODTFB,BA2302TFBCJM,.,381.0,0.0
P000168,BOD,CJM,AA0084BODTFB,BA2302TFBCJM,.,311.0,0.0
P000169,BOD,CJM,AA0084BODTFB,BA2302TFBCJM,.,312.0,0.0
P000170,BOD,CJM,AA0084BODTFB,BA2302TFBCJM,.,470.0,0.0
P000171,BOD,CJM,AA0084BODTFB,BA2302TFBCJM,.,142.0,0.0
P000172,BOD,CJM,AA0084BODTFB,BA2302TFBCJM,.,583.0,0.0
P000173,BOD,CJM,AA0084BODTFB,BA2302TFBCJM,.,229.0,0.0
P000174,BOD,CJM,AA0084BODTFB,BA2302TFBCJM,.,295.0,0.0
P000175,BOD,CJM,AA0084BODTFB,BA2302TFBCJM,.,318.0,5.52193734175017
P000176,BOD,CJM,AA0090BODTFB,BA2302TFBCJM,.,485.0,0.0
P000177,BOD,CJM,AA0090BODTFB,BA2302TFBCJM,.,267.0,18.116172608498072
P000178,BOD,CJM,AA0090BODTFB,BA2302TFBCJM,.,381.0,0.0
P000179,BOD,CJM,AA0090BODTFB,BA2302TFBCJM,.,311.0,0.0
P000180,BOD,CJM,AA0090BODTFB,BA2302TFBCJM,.,312.0,0.0
P000181,BOD,CJM,AA0090BODTFB,BA2302TFBCJM,.,470.0,0.6
P000182,BOD,CJM,AA0090BODTFB,BA2302TFBCJM,.,142.0,0.0
P000183,BOD,CJM,AA0090BODTFB,BA2302TFBCJM,.,583.0,0.0
P000184,BOD,CJM,AA0090BODTFB,BA2302TFBCJM,.,229.0,0.0
P000185,BOD,CJM,AA0090BODTFB,BA2302TFBCJM,.,295.0,0.0
P000186,BOD,CJM,AA0090BODTFB,BA2302TFBCJM,.,318.0,0.29
P000187,BOD,CJM,AA0092BODTFB,BA2302TFBCJM,.,485.0,0.0
P000188,BOD,CJM,AA0092BODTFB,BA2302TFBCJM,.,267.0,17.51561145544892
P000189,BOD,CJM,AA0092BODTFB,BA2302TFBCJM,.,381.0,0.0
P000190,BOD,CJM,AA0092BODTFB,BA2302TFBCJM,.,311.0,0.0
P000191,BOD,CJM,AA0092BODTFB,BA2302TFBCJM,.,312.0,12.110310079446135
P000192,BOD,CJM,AA0092BODTFB,BA2302TFBCJM,.,470.0,0.3
P000193,BOD,CJM,AA0092BODTFB,BA2302TFBCJM,.,142.0,0.0
P000194,BOD,CJM,AA0092BODTFB,BA2302TFBCJM,.,583.0,0.0
P000195,BOD,CJM,AA0092BODTFB,BA2302TFBCJM,.,229.0,0.0
P000196,BOD,CJM,AA0092BODTFB,BA2302TFBCJM,.,295.0,11.597367723839325
P000197,BOD,CJM,AA0092BODTFB,BA2302TFBCJM,.,318.0,0.0
P000198,BOD,CMJ,AA0080BODTFB,BA2490TFBCMJ,.,487.0,0.32
P000199,BOD,CMJ,AA0080BODTFB,BA2490TFBCMJ,.,268.0,0.0
P000200,BOD,CMJ,AA0080BODTFB,BA2490TFBCMJ,.,409.0,0.0
P000201,BOD,CMJ,AA0080BODTFB,BA2490TFBCMJ,.,262.0,0.0
P000202,BOD,CMJ,AA0080BODTFB,BA2490TFBCMJ,.,316.0,12.1444518964007
P000203,BOD,CMJ,AA0080BODTFB,BA2490TFBCMJ,.,451.0,0.0
P000204,BOD,CMJ,AA0080BODTFB,BA2490TFBCMJ,.,94.0,0.0
P000205,BOD,CMJ,AA0080BODTFB,BA2490TFBCMJ,.,512.0,0.0
P000206,BOD,CMJ,AA0080BODTFB,BA2490TFBCMJ,.,255.0,0.0
P000207,BOD,CMJ,AA0080BODTFB,BA2490TFBCMJ,.,342.0,0.0
P000208,BOD,CMJ,AA0080BODTFB,BA2490TFBCMJ,.,406.0,0.32
P000209,BOD,CMJ,AA0084BODTFB,BA2490TFBCMJ,.,487.0,0.0
P000210,BOD,CMJ,AA0084BODTFB,BA2490TFBCMJ,.,268.0,0.0
P000211,BOD,CMJ,AA0084BODTFB,BA2490TFBCMJ,.,409.0,5.74391140657664
P000212,BOD,CMJ,AA0084BODTFB,BA2490TFBCMJ,.,262.0,0.0
P000213,BOD,CMJ,AA0084BODTFB,BA2490TFBCMJ,.,316.0,12.414709982147558
P000214,BOD,CMJ,AA0084BODTFB,BA2490TFBCMJ,.,451.0,0.0
P000215,BOD,CMJ,AA0084BODTFB,BA2490TFBCMJ,.,94.0,0.0
P000216,BOD,CMJ,AA0084BODTFB,BA2490TFBCMJ,.,512.0,0.0
P000217,BOD,CMJ,AA0084BODTFB,BA2490TFBCMJ,.,255.0,0.0
P000218,BOD,CMJ,AA0084BODTFB,BA2490TFBCMJ,.,342.0,0.0
P000219,BOD,CMJ,AA0084BODTFB,BA2490TFBCMJ,.,406.0,0.0
P000220,BOD,CMJ,AA0092BODTFB,BA2492TFBCMJ,.,487.0,0.0
P000221,BOD,CMJ,AA0092BODTFB,BA2492TFBCMJ,.,268.0,0.0
P000222,BOD,CMJ,AA0092BODTFB,BA2492TFBCMJ,.,409.0,0.0
P000223,BOD,CMJ,AA0092BODTFB,BA2492TFBCMJ,.,262.0,0.0
P000224,BOD,CMJ,AA0092BODTFB,BA2492TFBCMJ,.,316.0,0.0
P000225,BOD,CMJ,AA0092BODTFB,BA2492TFBCMJ,.,451.0,0.0
P000226,BOD,CMJ,AA0092BODTFB,BA2492TFBCMJ,.,94.0,8.069298951634552
P000227,BOD,CMJ,AA0092BODTFB,BA2492TFBCMJ,.,512.0,0.0
P000228,BOD,CMJ,AA0092BODTFB,BA2492TFBCMJ,.,255.0,0.0
P000229,BOD,CMJ,AA0092BODTFB,BA2492TFBCMJ,.,342.0,0.0
P000230,BOD,CMJ,AA0092BODTFB,BA2492TFBCMJ,.,406.0,0.0
P000231,BOD,CMJ,AA0098BODTFB,BA2494TFBCMJ,.,487.0,0.0
P000232,BOD,CMJ,AA0098BODTFB,BA2494TFBCMJ,.,268.0,17.17898834087362
P000233,BOD,CMJ,AA0098BODTFB,BA2494TFBCMJ,.,409.0,0.0
P000234,BOD,CMJ,AA0098BODTFB,BA2494TFBCMJ,.,262.0,19.308970896031116
P000235,BOD,CMJ,AA0098BODTFB,BA2494TFBCMJ,.,316.0,12.178849927265578
P000236,BOD,CMJ,AA0098BODTFB,BA2494TFBCMJ,.,451.0,0.0
P000237,BOD,CMJ,AA0098BODTFB,BA2494TFBCMJ,.,94.0,8.09956089255284
P000238,BOD,CMJ,AA0098BODTFB,BA2494TFBCMJ,.,512.0,0.0
P000239,BOD,CMJ,AA0098BODTFB,BA2494TFBCMJ,.,255.0,22.80979925290466
P000240,BOD,CMJ,AA0098BODTFB,BA2494TFBCMJ,.,342.0,11.328466541783136
P000241,BOD,CMJ,AA0098BODTFB,BA2494TFBCMJ,.,406.0,0.0
P000242,BOD,CMJ,AA0120BODTFB,BA2488TFBCMJ,.,487.0,0.0
P000243,BOD,CMJ,AA0120BODTFB,BA2488TFBCMJ,.,268.0,0.04
P000244,BOD,CMJ,AA0120BODTFB,BA2488TFBCMJ,.,409.0,0.0
P000245,BOD,CMJ,AA0120BODTFB,BA2488TFBCMJ,.,262.0,0.02
P000246,BOD,CMJ,AA0120BODTFB,BA2488TFBCMJ,.,316.0,0.43
P000247,BOD,CMJ,AA0120BODTFB,BA2488TFBCMJ,.,451.0,0.0
P000248,BOD,CMJ,AA0120BODTFB,BA2488TFBCMJ,.,94.0,0.0
P000249,BOD,CMJ,AA0120BODTFB,BA2488TFBCMJ,.,512.0,0.0
P000250,BOD,CMJ,AA0120BODTFB,BA2488TFBCMJ,.,255.0,0.0699999999999999
P000251,BOD,CMJ,AA0120BODTFB,BA2488TFBCMJ,.,342.0,0.02
P000252,BOD,CMJ,AA0120BODTFB,BA2488TFBCMJ,.,406.0,0.0
P000253,BOD,CPJ,AA0080BODTFB,BA2140TFBCPJ,.,449.0,0.0
P000254,BOD,CPJ,AA0080BODTFB,BA2140TFBCPJ,.,250.0,17.398346387252726
P000255,BOD,CPJ,AA0080BODTFB,BA2140TFBCPJ,.,386.0,0.0
P000256,BOD,CPJ,AA0080BODTFB,BA2140TFBCPJ,.,269.0,0.0
P000257,BOD,CPJ,AA0080BODTFB,BA2140TFBCPJ,.,313.0,0.0
P000258,BOD,CPJ,AA0080BODTFB,BA2140TFBCPJ,.,405.0,0.0
P000259,BOD,CPJ,AA0080BODTFB,BA2140TFBCPJ,.,105.0,0.0
P000260,BOD,CPJ,AA0080BODTFB,BA2140TFBCPJ,.,512.0,0.0
P000261,BOD,CPJ,AA0080BODTFB,BA2140TFBCPJ,.,248.0,0.0
P000262,BOD,CPJ,AA0080BODTFB,BA2140TFBCPJ,.,321.0,0.0
P000263,BOD,CPJ,AA0080BODTFB,BA2140TFBCPJ,.,349.0,0.0
P000264,BOD,CPJ,AA0082BODTFB,BA2426TFBCPJ,.,449.0,0.0
P000265,BOD,CPJ,AA0082BODTFB,BA2426TFBCPJ,.,250.0,18.18111985511029
P000266,BOD,CPJ,AA0082BODTFB,BA2426TFBCPJ,.,386.0,0.0
P000267,BOD,CPJ,AA0082BODTFB,BA2426TFBCPJ,.,269.0,19.40233444079953
P000268,BOD,CPJ,AA0082BODTFB,BA2426TFBCPJ,.,313.0,12.106532362808805
P000269,BOD,CPJ,AA0082BODTFB,BA2426TFBCPJ,.,405.0,0.0
P000270,BOD,CPJ,AA0082BODTFB,BA2426TFBCPJ,.,105.0,0.0
P000271,BOD,CPJ,AA0082BODTFB,BA2426TFBCPJ,.,512.0,0.0
P000272,BOD,CPJ,AA0082BODTFB,BA2426TFBCPJ,.,248.0,0.0
P000273,BOD,CPJ,AA0082BODTFB,BA2426TFBCPJ,.,321.0,0.0
P000274,BOD,CPJ,AA0082BODTFB,BA2426TFBCPJ,.,349.0,0.33
P000275,BOD,CPJ,AA0084BODTFB,BA2140TFBCPJ,.,449.0,0.21
P000276,BOD,CPJ,AA0084BODTFB,BA2140TFBCPJ,.,250.0,17.71648849751471
P000277,BOD,CPJ,AA0084BODTFB,BA2140TFBCPJ,.,386.0,1.11
P000278,BOD,CPJ,AA0084BODTFB,BA2140TFBCPJ,.,269.0,0.0
P000279,BOD,CPJ,AA0084BODTFB,BA2140TFBCPJ,.,313.0,0.0
P000280,BOD,CPJ,AA0084BODTFB,BA2140TFBCPJ,.,405.0,0.0
P000281,BOD,CPJ,AA0084BODTFB,BA2140TFBCPJ,.,105.0,0.0
P000282,BOD,CPJ,AA0084BODTFB,BA2140TFBCPJ,.,512.0,0.0
P000283,BOD,CPJ,AA0084BODTFB,BA2140TFBCPJ,.,248.0,0.0
P000284,BOD,CPJ,AA0084BODTFB,BA2140TFBCPJ,.,321.0,0.0
P000285,BOD,CPJ,AA0084BODTFB,BA2140TFBCPJ,.,349.0,0.0
P000286,BOD,CPJ,AA0084BODTFB,BA2368TFBCPJ,.,449.0,0.0
P000287,BOD,CPJ,AA0084BODTFB,BA2368TFBCPJ,.,250.0,17.37854191793948
P000288,BOD,CPJ,AA0084BODTFB,BA2368TFBCPJ,.,386.0,0.0
P000289,BOD,CPJ,AA0084BODTFB,BA2368TFBCPJ,.,269.0,0.0
P000290,BOD,CPJ,AA0084BODTFB,BA2368TFBCPJ,.,313.0,0.0
P000291,BOD,CPJ,AA0084BODTFB,BA2368TFBCPJ,.,405.0,0.0
P000292,BOD,CPJ,AA0084BODTFB,BA2368TFBCPJ,.,105.0,0.0
P000293,BOD,CPJ,AA0084BODTFB,BA2368TFBCPJ,.,512.0,0.0
P000294,BOD,CPJ,AA0084BODTFB,BA2368TFBCPJ,.,248.0,0.0
P000295,BOD,CPJ,AA0084BODTFB,BA2368TFBCPJ,.,321.0,0.0
P000296,BOD,CPJ,AA0084BODTFB,BA2368TFBCPJ,.,349.0,0.0
P000297,BOD,CPJ,AA0090BODTFB,BA2268TFBCPJ,.,449.0,0.0
P000298,BOD,CPJ,AA0090BODTFB,BA2268TFBCPJ,.,250.0,17.339194335093246
P000299,BOD,CPJ,AA0090BODTFB,BA2268TFBCPJ,.,386.0,0.0
P000300,BOD,CPJ,AA0090BODTFB,BA2268TFBCPJ,.,269.0,19.442245479561493
P000301,BOD,CPJ,AA0090BODTFB,BA2268TFBCPJ,.,313.0,0.0
P000302,BOD,CPJ,AA0090BODTFB,BA2268TFBCPJ,.,405.0,0.0
P000303,BOD,CPJ,AA0090BODTFB,BA2268TFBCPJ,.,105.0,0.0
P000304,BOD,CPJ,AA0090BODTFB,BA2268TFBCPJ,.,512.0,0.0
P000305,BOD,CPJ,AA0090BODTFB,BA2268TFBCPJ,.,248.0,0.0
P000306,BOD,CPJ,AA0090BODTFB,BA2268TFBCPJ,.,321.0,0.0
P000307,BOD,CPJ,AA0090BODTFB,BA2268TFBCPJ,.,349.0,0.0
P000308,BOD,CPJ,AA0092BODTFB,BA2268TFBCPJ,.,449.0,0.0
P000309,BOD,CPJ,AA0092BODTFB,BA2268TFBCPJ,.,250.0,17.332670262594746
P000310,BOD,CPJ,AA0092BODTFB,BA2268TFBCPJ,.,386.0,5.7160670621993015
P000311,BOD,CPJ,AA0092BODTFB,BA2268TFBCPJ,.,269.0,19.377063782635
P000312,BOD,CPJ,AA0092BODTFB,BA2268TFBCPJ,.,313.0,0.0
P000313,BOD,CPJ,AA0092BODTFB,BA2268TFBCPJ,.,405.0,0.0
P000314,BOD,CPJ,AA0092BODTFB,BA2268TFBCPJ,.,105.0,0.0
P000315,BOD,CPJ,AA0092BODTFB,BA2268TFBCPJ,.,512.0,0.0
P000316,BOD,CPJ,AA0092BODTFB,BA2268TFBCPJ,.,248.0,0.0
P000317,BOD,CPJ,AA0092BODTFB,BA2268TFBCPJ,.,321.0,0.0
P000318,BOD,CPJ,AA0092BODTFB,BA2268TFBCPJ,.,349.0,0.0
P000319,BOD,CPJ,AA0096BODTFB,BA2140TFBCPJ,.,449.0,0.0
P000320,BOD,CPJ,AA0096BODTFB,BA2140TFBCPJ,.,250.0,17.27438845975195
P000321,BOD,CPJ,AA0096BODTFB,BA2140TFBCPJ,.,386.0,0.0
P000322,BOD,CPJ,AA0096BODTFB,BA2140TFBCPJ,.,269.0,0.0
P000323,BOD,CPJ,AA0096BODTFB,BA2140TFBCPJ,.,313.0,0.0
P000324,BOD,CPJ,AA0096BODTFB,BA2140TFBCPJ,.,405.0,0.0
P000325,BOD,CPJ,AA0096BODTFB,BA2140TFBCPJ,.,105.0,0.0
P000326,BOD,CPJ,AA0096BODTFB,BA2140TFBCPJ,.,512.0,0.0
P000327,BOD,CPJ,AA0096BODTFB,BA2140TFBCPJ,.,248.0,0.0
P000328,BOD,CPJ,AA0096BODTFB,BA2140TFBCPJ,.,321.0,0.0
P000329,BOD,CPJ,AA0096BODTFB,BA2140TFBCPJ,.,349.0,0.0
